,participant_id,Sentence ID,Iteration,probability,Expected Transcription,large,base,medium,small,tiny
1678,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",In the lounge there was one cocking pillow.,In the lounge there was one quacking pillow.,In the lounge there was one quacking pool.,"In the lounge, there was one parking pillow."
1679,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",In the lounge there was one cocking pillow.,,,
1680,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",In the lounge there was one cocking pillow.,,,"In the lounge, there was one parking pillow."
1681,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",In the lounge there was one cocking pillow.,,In the lounge there was one quacking pool.,
1682,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",In the lounge there was one cocking pillow.,,In the lounge there was one quacking pool.,"In the lounge, there was one parking pillow."
1683,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,In the lounge there was one quacking pillow.,,
1684,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,In the lounge there was one quacking pillow.,,"In the lounge, there was one parking pillow."
1685,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,In the lounge there was one quacking pillow.,In the lounge there was one quacking pool.,
1686,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,In the lounge there was one quacking pillow.,In the lounge there was one quacking pool.,"In the lounge, there was one parking pillow."
1687,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,,,
1688,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,,,"In the lounge, there was one parking pillow."
1689,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,,In the lounge there was one quacking pool.,
1690,t2,81_3,L1,nonword,In the lond there was one quacking pillow.,"In the lounge, there was one quacking pillow.",,,In the lounge there was one quacking pool.,"In the lounge, there was one parking pillow."
1691,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1692,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,I plead allegiance to the elephants.,I plead allegiance to the elephants.,
1693,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,I plead allegiance to the elephants.,,I plead allegiance to the elephants.
1694,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,I plead allegiance to the elephants.,,
1695,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1696,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,,I plead allegiance to the elephants.,
1697,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,,,I plead allegiance to the elephants.
1698,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,,,,
1699,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1700,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,
1701,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.
1702,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,
1703,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1704,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,
1705,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,,,I plead allegiance to the elephants.
1706,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,Thank you.,I plead allegiance to the elephants.,,,
1707,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1708,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,I plead allegiance to the elephants.,
1709,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,,I plead allegiance to the elephants.
1710,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,,
1711,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1712,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,,I plead allegiance to the elephants.,
1713,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,,,I plead allegiance to the elephants.
1714,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,,,,
1715,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1716,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,
1717,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.
1718,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,
1719,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,I plead allegiance to the elephants.
1720,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,I plead allegiance to the elephants.,
1721,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,,I plead allegiance to the elephants.
1722,t2,93_2,L2,low prob,I pledge allegiance to the elephant.,I plead allegiance to the elephants.,I plead allegiance to the elephants.,,,
1723,t2,49_2,L2,high prob,The boy will grow to become a man.,The boy will grow to become a man.,The boy will grow to become nomen.,The boy will grow to become the man.,The boy will grow to become the man.,The boy will grow to become the man.
1724,t2,15_3,L1,low prob,My friend likes pepperoni on his money.,My friend likes pepperoni on his money.,My friend's life's top around me on his money.,My friend likes pepperoni on his money.,My friend lies pepperoni on his money.,My friends lies to a pirani on his money.
1725,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1726,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,,there's one headroom for the boys and one for ants.,
1727,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,,,There's one hat room for the boys and one for ants.
1728,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,,,
1729,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1730,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,
1731,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,There's one heather for the boys and one for ants.,,There's one hat room for the boys and one for ants.
1732,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,,There's one heather for the boys and one for ants.,,
1733,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1734,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,,there's one headroom for the boys and one for ants.,
1735,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,,,There's one hat room for the boys and one for ants.
1736,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,,,
1737,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1738,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,
1739,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,,There's one hat room for the boys and one for ants.
1740,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",There's one bathroom for the boys and one for aunts.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,,
1741,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1742,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,,there's one headroom for the boys and one for ants.,
1743,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,,,There's one hat room for the boys and one for ants.
1744,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,,,
1745,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1746,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,
1747,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,There's one heather for the boys and one for ants.,,There's one hat room for the boys and one for ants.
1748,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,,There's one heather for the boys and one for ants.,,
1749,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1750,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,,there's one headroom for the boys and one for ants.,
1751,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,,,There's one hat room for the boys and one for ants.
1752,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,,,
1753,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,There's one hat room for the boys and one for ants.
1754,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,there's one headroom for the boys and one for ants.,
1755,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,,There's one hat room for the boys and one for ants.
1756,t2,98_2,L1,nonword,"There is one hathroom for the boys, and one for ants.",Thank you.,There's one bathroom for the boys and one for ants.,There's one heather for the boys and one for ants.,,
1757,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",,
1758,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",,"In the palm, there was one quacking pillow."
1759,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,
1760,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1761,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,,,
1762,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,,,"In the palm, there was one quacking pillow."
1763,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,,In the pound there was one cocking pillow.,
1764,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,In the palm there was one cocking pillow.,,In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1765,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,"In the palm, there was one quacking pillow.",,
1766,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,"In the palm, there was one quacking pillow.",,"In the palm, there was one quacking pillow."
1767,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,
1768,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1769,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,,,
1770,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,,,"In the palm, there was one quacking pillow."
1771,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,,In the pound there was one cocking pillow.,
1772,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,Thank you.,,,In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1773,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",,
1774,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",,"In the palm, there was one quacking pillow."
1775,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,
1776,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1777,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,,,
1778,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,,,"In the palm, there was one quacking pillow."
1779,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,,In the pound there was one cocking pillow.,
1780,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,In the palm there was one cocking pillow.,,In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1781,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,"In the palm, there was one quacking pillow.",,
1782,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,"In the palm, there was one quacking pillow.",,"In the palm, there was one quacking pillow."
1783,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,
1784,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,"In the palm, there was one quacking pillow.",In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1785,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,,,
1786,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,,,"In the palm, there was one quacking pillow."
1787,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,,In the pound there was one cocking pillow.,
1788,t2,81_1,L2,low prob,In the pond there was one quacking pillow.,In the pond there was one quagmire pillow.,,,In the pound there was one cocking pillow.,"In the palm, there was one quacking pillow."
1789,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.",,,
1790,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.",,,When C-Sense the teacher rings the frog.
1791,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.",,"When C-Sas ends, the teacher rings the frog.",
1792,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.",,"When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1793,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.",,
1794,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.",,When C-Sense the teacher rings the frog.
1795,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",
1796,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,"When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1797,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,,,
1798,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,,,When C-Sense the teacher rings the frog.
1799,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,,"When C-Sas ends, the teacher rings the frog.",
1800,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,,"When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1801,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,"When CSAS ends, the teacher rings the frog.",,
1802,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,"When CSAS ends, the teacher rings the frog.",,When C-Sense the teacher rings the frog.
1803,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,"When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",
1804,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.",Thank you.,,"When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1805,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.",,,
1806,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.",,,When C-Sense the teacher rings the frog.
1807,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.",,"When C-Sas ends, the teacher rings the frog.",
1808,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.",,"When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1809,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.",,
1810,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.",,When C-Sense the teacher rings the frog.
1811,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",
1812,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.","When C-Sense ends, the teacher rings the frog.","When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1813,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,,,
1814,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,,,When C-Sense the teacher rings the frog.
1815,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,,"When C-Sas ends, the teacher rings the frog.",
1816,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,,"When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1817,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,"When CSAS ends, the teacher rings the frog.",,
1818,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,"When CSAS ends, the teacher rings the frog.",,When C-Sense the teacher rings the frog.
1819,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,"When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",
1820,t2,90_3,L2,nonword,"When seecess ends, the teacher rings the frog.","When CSAT ends, the teacher rings the frog.",,"When CSAS ends, the teacher rings the frog.","When C-Sas ends, the teacher rings the frog.",When C-Sense the teacher rings the frog.
1821,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,,I want to sleep in my bed.,I want to sleep in my bed.
1822,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,,I want to sleep in my bed.,
1823,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,,,I want to sleep in my bed.
1824,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,,,
1825,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.
1826,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,I want to sleep in my bed.,I want to sleep in my bed.,
1827,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,I want to sleep in my bed.,,I want to sleep in my bed.
1828,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,,I want to sleep in my bed.,,
1829,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,,I want to sleep in my bed.,I want to sleep in my bed.
1830,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,,I want to sleep in my bed.,
1831,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,,,I want to sleep in my bed.
1832,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,,,
1833,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.
1834,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,
1835,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.
1836,t2,82_2,L1,high prob,I want to sleep in my bed.,Thank you.,I want to sleep in my bed.,I want to sleep in my bed.,,
1837,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,,I want to sleep in my bed.,I want to sleep in my bed.
1838,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,,I want to sleep in my bed.,
1839,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,,,I want to sleep in my bed.
1840,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,,,
1841,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.
1842,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.,I want to sleep in my bed.,
1843,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.,,I want to sleep in my bed.
1844,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.,,
1845,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.,I want to sleep in my bed.
1846,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.,
1847,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,,,I want to sleep in my bed.
1848,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,,,
1849,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.
1850,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,
1851,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,,I want to sleep in my bed.
1852,t2,82_2,L1,high prob,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,I want to sleep in my bed.,,
1853,t2,79_3,L1,low prob,There are 3 bedrooms in their carrot.,Thank you.,,"There are three bedrooms in their carats.
Okay.",,"��dred, badge room, India, Thanks."
1854,t2,79_3,L1,low prob,There are 3 bedrooms in their carrot.,Thank you.,,"There are three bedrooms in their carats.
Okay.",,
1855,t2,79_3,L1,low prob,There are 3 bedrooms in their carrot.,Thank you.,,"There are three bedrooms in their carats.
Okay.","There are three bedrooms in their carats.
Okay.","��dred, badge room, India, Thanks."
