participant_id,sentence_id,probability,unique_iterations,best_wer_across_iterations,best_iteration,best_model
t27,99_1,high prob,"['L1', 'L2']",0.0,L2,large
t27,99_3,low prob,"['L2', 'L1']",0.0,L1,large
t27,9_1,high prob,"['L2', 'L1']",0.0,L1,large
t27,9_3,low prob,"['L1', 'L2']",0.0,L1,medium
t28,100_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,100_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,10_1,low prob,"['L2', 'L1']",0.1666666666666666,L1,large
t28,10_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,11_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,11_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,12_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,12_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,13_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,13_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,14_1,low prob,"['L2', 'L1']",0.0,L1,medium
t28,14_2,high prob,"['L1', 'L2']",0.1,L1,medium
t28,15_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,15_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,16_1,low prob,"['L2', 'L1']",0.1111111111111111,L1,large
t28,16_2,high prob,"['L1', 'L2']",0.1111111111111111,L2,large
t28,17_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,17_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,18_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,18_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,19_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,19_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,1_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,1_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,20_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,20_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,21_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,21_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,22_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,22_3,low prob,"['L1', 'L2']",0.0,L1,base
t28,23_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,23_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,24_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,24_2,low prob,"['L1', 'L2']",0.0,L1,small
t28,25_1,high prob,"['L2', 'R1P2', 'L1', 'R1P1']",0.0,L1,large
t28,25_3,low prob,"['L1', 'R1P2', 'R1P1', 'L2']",0.0,R1P1,large
t28,26_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,26_3,low prob,"['L1', 'L2']",0.0,L1,small
t28,27_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,27_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,28_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,28_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,29_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,29_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,2_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,2_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,30_1,low prob,"['L1', 'R1P2', 'R1P1', 'L2']",0.0,L1,large
t28,30_2,high prob,"['R1P2', 'L2', 'L1', 'R1P1']",0.0,L2,small
t28,31_2,high prob,"['L2', 'L1']",0.0,L2,large
t28,31_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,32_1,high prob,"['R2P2', 'L1', 'L2', 'R2P1']",0.0,L1,large
t28,32_2,low prob,"['L2', 'R2P2', 'R2P1', 'L1']",0.0,R2P1,large
t28,33_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,33_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,34_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,34_2,low prob,"['L2', 'L1']",0.0,L1,base
t28,35_1,low prob,"['L1', 'L2']",0.0,L2,large
t28,35_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,36_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,36_3,high prob,"['L2', 'L1']",0.125,L1,large
t28,37_2,low prob,"['L2', 'L1']",0.125,L1,large
t28,37_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,38_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,38_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,39_2,low prob,"['R3P2', 'L1', 'L2', 'R3P1']",0.0,L2,large
t28,39_3,high prob,"['L1', 'R3P2', 'L2', 'R3P1']",0.0,L1,large
t28,3_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,3_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,40_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,40_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,41_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,41_3,low prob,"['L1', 'L2']",0.2,L1,large
t28,42_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,42_3,low prob,"['L1', 'L2']",0.0833333333333333,L1,large
t28,43_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,43_2,high prob,"['L1', 'L2']",0.125,L1,large
t28,44_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,44_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,45_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,45_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,46_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,46_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,47_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,47_3,low prob,"['L1', 'L2']",0.0,L1,small
t28,48_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,48_3,high prob,"['L2', 'L1']",0.1,L1,large
t28,49_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,49_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,4_1,low prob,"['L2', 'L1']",0.125,L1,large
t28,4_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,50_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,50_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,51_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,51_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,52_1,low prob,"['L1', 'L2']",0.1,L1,large
t28,52_2,high prob,"['L2', 'L1']",0.0,L2,large
t28,53_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,53_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,54_1,low prob,"['L1', 'L2']",0.0,L1,small
t28,54_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,55_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,55_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,56_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,56_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,57_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,57_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,58_1,low prob,"['L2', 'L1']",0.1428571428571428,L1,large
t28,58_3,high prob,"['L1', 'L2']",0.1428571428571428,L1,large
t28,59_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,59_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,5_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,5_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,60_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,60_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,61_2,low prob,"['L2', 'L1']",0.1111111111111111,L1,large
t28,61_3,high prob,"['L2', 'L1']",0.1111111111111111,L1,large
t28,62_1,low prob,"['L1', 'R1P2', 'R1P1', 'L2']",0.0,L1,large
t28,62_2,high prob,"['R1P2', 'L2', 'L1', 'R1P1']",0.0,L1,large
t28,63_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,63_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,64_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,64_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,65_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,65_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,66_1,high prob,"['L1', 'L2']",0.0,L2,large
t28,66_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,67_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,67_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,68_1,low prob,"['R2P2', 'L2', 'R2P1', 'L1']",0.0,R2P1,large
t28,68_2,high prob,"['L1', 'R2P2', 'L2', 'R2P1']",0.0,L1,large
t28,69_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,69_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,6_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,6_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,70_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,70_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,71_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,71_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,72_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,72_3,high prob,"['L1', 'L2']",0.0,L1,base
t28,73_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,73_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,74_1,high prob,"['R3P2', 'L2', 'R3P1', 'L1']",0.0,L1,large
t28,74_3,low prob,"['R3P2', 'L1', 'L2', 'R3P1']",0.0,L1,large
t28,75_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,75_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,76_1,low prob,"['L2', 'L1']",0.0,L2,large
t28,76_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,77_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,77_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,78_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,78_3,low prob,"['L2', 'L1']",0.1666666666666666,L2,large
t28,79_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,79_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,7_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,7_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,80_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,80_2,low prob,"['L2', 'L1']",0.1666666666666666,L2,large
t28,81_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,81_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,82_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,82_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,83_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,83_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,84_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,84_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,85_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,85_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,86_2,low prob,"['L2', 'L1']",0.0,L1,large
t28,86_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,87_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,87_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,88_1,high prob,"['L2', 'L1']",0.0,L1,large
t28,88_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,89_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,89_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,8_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,8_2,high prob,"['L2', 'L1']",0.0,L1,large
t28,90_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,90_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,91_1,low prob,"['L2', 'L1']",0.0,L1,large
t28,91_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,92_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,92_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,93_2,low prob,"['L1', 'L2']",0.0,L1,large
t28,93_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,94_2,low prob,"['L1', 'L2']",0.0909090909090909,L1,large
t28,94_3,high prob,"['L1', 'L2']",0.0909090909090909,L2,large
t28,95_1,low prob,"['L2', 'L1']",0.0,L2,large
t28,95_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,96_2,high prob,"['L1', 'L2']",0.0,L1,large
t28,96_3,low prob,"['L1', 'L2']",0.0,L1,large
t28,97_1,low prob,"['L2', 'L1']",0.1428571428571428,L1,large
t28,97_3,high prob,"['L1', 'L2']",0.0,L1,large
t28,98_1,low prob,"['L1', 'L2']",0.0,L1,large
t28,98_3,high prob,"['L2', 'L1']",0.0,L1,large
t28,99_1,high prob,"['L1', 'L2']",0.0,L1,large
t28,99_3,low prob,"['L2', 'L1']",0.0,L1,large
t28,9_1,high prob,"['L1', 'L2']",0.0,L2,large
t28,9_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,100_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,100_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,10_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,10_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,11_2,high prob,"['L2', 'L1']",0.0,L2,tiny
t3,11_3,low prob,"['L2', 'L1']",0.0,L1,small
t3,12_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,12_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,13_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,13_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,14_1,low prob,"['L1', 'L2']",0.0,L2,large
t3,14_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,15_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,15_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,16_1,low prob,"['L1', 'L2']",0.1111111111111111,L1,large
t3,16_2,high prob,"['L2', 'L1']",0.1111111111111111,L1,large
t3,17_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,17_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,18_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,18_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,19_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,19_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,1_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,1_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,20_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,20_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,21_1,low prob,"['L1', 'L2']",0.0,L1,medium
t3,21_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,22_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,22_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,23_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,23_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,24_1,high prob,"['L1', 'L2']",0.0,L1,medium
t3,24_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,25_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,25_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,26_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,26_3,low prob,"['L2', 'L1']",0.0,L2,large
t3,27_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,27_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,28_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,28_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,29_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,29_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,2_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,2_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,30_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,30_2,high prob,"['L1', 'L2']",0.0,L1,tiny
t3,31_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,31_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,32_1,high prob,"['L2', 'L1']",0.0,L2,large
t3,32_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,33_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,33_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,34_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,34_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,35_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,35_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,36_2,low prob,"['L1', 'L2']",0.125,L1,large
t3,36_3,high prob,"['L1', 'L2']",0.125,L1,large
t3,37_2,low prob,"['L1', 'L2']",0.125,L1,large
t3,37_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,38_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,38_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,39_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,39_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,3_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,3_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,40_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,40_3,low prob,"['L2', 'L1']",0.0,L2,large
t3,41_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,41_3,low prob,"['L2', 'L1']",0.0,L2,large
t3,42_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,42_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,43_1,low prob,"['L1', 'L2']",0.125,L1,large
t3,43_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,44_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,44_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,45_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,45_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,46_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,46_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,47_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,47_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,48_2,low prob,"['L1', 'R1P2', 'R1P1', 'L2']",0.0,L1,large
t3,48_3,high prob,"['L1', 'R1P2', 'L2', 'R1P1']",0.0,L2,large
t3,49_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,49_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,4_1,low prob,"['L1', 'L2']",0.125,L1,large
t3,4_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,50_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,50_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,51_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,51_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,52_1,low prob,"['L2', 'L1']",0.1,L1,large
t3,52_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,53_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,53_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,54_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,54_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,55_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,55_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,56_1,high prob,"['L2', 'L1']",0.0,L2,large
t3,56_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,57_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,57_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,58_1,low prob,"['L1', 'L2']",0.1428571428571428,L1,large
t3,58_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,59_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,59_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,5_1,high prob,"['L1', 'L2']",0.1666666666666666,L2,large
t3,5_2,low prob,"['L2', 'L1']",0.1666666666666666,L1,large
t3,60_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,60_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,61_2,low prob,"['L1', 'L2']",0.1111111111111111,L1,large
t3,61_3,high prob,"['L1', 'L2']",0.1111111111111111,L1,large
t3,62_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,62_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,63_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,63_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,64_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,64_2,low prob,"['L1', 'L2']",0.0,L2,large
t3,65_1,high prob,"['R1P1', 'L2', 'L1', 'R1P2']",0.0,L1,large
t3,65_3,low prob,"['R1P1', 'L1', 'R1P2', 'L2']",0.0,L1,large
t3,66_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,66_3,low prob,"['L1', 'L2']",0.0,L1,large
t3,67_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,67_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,68_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,68_2,high prob,"['L2', 'L1']",0.0,L1,tiny
t3,69_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,69_3,high prob,"['L2', 'L1']",0.0,L1,base
t3,6_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,6_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,70_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,70_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,71_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,71_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,72_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,72_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,73_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,73_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,74_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,74_3,low prob,"['L2', 'L1']",0.0,L1,base
t3,75_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,75_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,76_1,low prob,"['L1', 'L2']",0.0,L2,large
t3,76_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,77_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,77_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,78_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,78_3,low prob,"['L2', 'L1']",0.0,L1,base
t3,79_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,79_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,7_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,7_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,80_1,high prob,"['L1', 'L2']",0.0,L1,large
t3,80_2,low prob,"['L2', 'L1']",0.0,L1,base
t3,81_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,81_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,82_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,82_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,83_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,83_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,84_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,84_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,85_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,85_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,86_2,low prob,"['L2', 'L1']",0.0,L1,large
t3,86_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,87_2,high prob,"['L2', 'L1']",0.0,L1,large
t3,87_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,88_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,88_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,89_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,89_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,8_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,8_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,90_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,90_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,91_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,91_2,high prob,"['L1', 'L2']",0.0,L1,large
t3,92_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,92_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,93_2,low prob,"['L1', 'L2']",0.0,L1,large
t3,93_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,94_2,low prob,"['L1', 'L2']",0.0909090909090909,L2,large
t3,94_3,high prob,"['L1', 'L2']",0.0909090909090909,L1,large
t3,95_1,low prob,"['L2', 'L1']",0.0,L1,large
t3,95_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,96_2,high prob,"['R1P2', 'L1', 'L2', 'R1P1']",0.0,L1,large
t3,96_3,low prob,"['R1P2', 'L1', 'L2', 'R1P1']",0.0,L1,large
t3,97_1,low prob,"['L2', 'L1']",0.0,L1,base
t3,97_3,high prob,"['L1', 'L2']",0.0,L1,large
t3,98_1,low prob,"['L1', 'L2']",0.0,L1,large
t3,98_3,high prob,"['L2', 'L1']",0.0,L1,large
t3,99_1,high prob,"['L1', 'L2']",0.0,L2,large
t3,99_3,low prob,"['L2', 'L1']",0.0,L1,large
t3,9_1,high prob,"['L2', 'L1']",0.0,L1,large
t3,9_3,low prob,"['L1', 'L2']",0.0,L1,large
t30,100_2,low prob,"['L2', 'L1']",0.0,L1,large
t30,100_3,high prob,"['L2', 'L1']",0.0,L1,large
t30,10_1,low prob,"['L2', 'L1']",0.0,L1,large
t30,10_3,high prob,"['L1', 'L2']",0.0,L1,large
t30,11_2,high prob,"['L1', 'L2']",0.0,L2,large
t30,11_3,low prob,"['L1', 'L2']",0.0,L1,large
t30,12_1,high prob,"['L2', 'L1']",0.0,L1,large
t30,12_2,low prob,"['L1', 'L2']",0.0,L1,large
t30,13_1,low prob,"['L2', 'L1']",0.0,L1,large
t30,13_3,high prob,"['L1', 'L2']",0.0,L1,large
t30,14_1,low prob,"['L2', 'L1']",0.0,L1,base
t30,14_2,high prob,"['L1', 'L2']",0.0,L1,medium
t30,15_2,high prob,"['L1', 'L2']",0.0,L1,large
t30,15_3,low prob,"['L1', 'L2']",0.0,L1,large
t30,16_1,low prob,"['L2', 'L1']",0.1111111111111111,L1,large
t30,16_2,high prob,"['L1', 'L2']",0.1111111111111111,L1,large
t30,17_2,high prob,"['L1', 'L2']",0.0,L1,large
t30,17_3,low prob,"['L1', 'L2']",0.0,L1,large
t30,18_1,high prob,"['L1', 'L2']",0.0,L1,large
t30,18_3,low prob,"['L2', 'L1']",0.0,L1,large
t30,19_1,low prob,"['L1', 'L2']",0.0,L1,large
t30,19_3,high prob,"['L2', 'L1']",0.0,L1,large
t30,1_1,high prob,"['L1', 'L2']",0.0,L1,large
t30,1_2,low prob,"['L2', 'L1']",0.0,L1,large
t30,20_1,low prob,"['L2', 'L1']",0.0,L1,small
t30,20_3,high prob,"['L1', 'L2']",0.0,L1,large
t30,21_1,low prob,"['L2', 'L1']",0.0,L2,large
t30,21_3,high prob,"['L1', 'L2']",0.0,L1,large
t30,22_1,high prob,"['L2', 'L1']",0.0,L1,large
t30,22_3,low prob,"['L1', 'L2']",0.0,L1,large
t30,23_2,high prob,"['L1', 'L2']",0.0,L1,large
t30,23_3,low prob,"['L1', 'L2']",0.0,L1,large
